occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,protected,cx_int_no,formation,stratgroup,member,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,occurrence_comments,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,paleomodel,paleolng,paleolat,geoplate
1134243,occ,,,144354,n. gen. Aorun n. sp. zhaoi,species,267167,,Aorun zhaoi,,species,267167,Callovian,,166.1,163.5,46671,88.919884,45.191288,CN,Xinjiang,,estimated from map,6,small collection,,,127,Shishugou,,Middle,Shishugou,,Middle,bed,,Wucaiwan,155,bottom to top,,,,"13 m below a tuffaceous mudstone horizon that has been assessed a radiometric (40Ar/39Ar) age of 161.2 ± 0.2 Ma, approximately at the Oxfordian/Callovian boundary","Non-pedogenic, red-brown clayey siltstone bed",siltstone,,,,Y,,,,,,"Non-pedogenic, red-brown clayey siltstone bed",siltstone,,,,Y,,,,,,terrestrial indet.,,,"IVPP V15709, skull and partially articulated skeleton consisting of cervical, dorsal and caudal vertebrae, left ulna, left manus, distal pubes, and articulated left and right tibiotarsi, metatarsi and pedes",435,527,0,P. Mannion,J. Tennant,,2013-05-04 20:33:56,2013-05-04 5:33:56,gp_mid,96.19,48.83,402
1134546,occ,,,144450,Sauropoda indet.,unranked clade,95571,,Sauropoda,,unranked clade,38653,Oxfordian,,163.5,157.3,46694,90.051392,44.834167,CN,Xinjiang,Huoxiaoshan,stated in text,seconds,small collection,"23 km north-northeast of Jiangjunmiao, 95 km north-northeast of Qitai",,126,Shishugou,,,Shishugou,,,bed,,,,,,,,,,not reported,,,,,siltstone,,,,,,not reported,,,,,siltstone,,,,,terrestrial indet.,,,"SGP 2006/18-19, Two partial cervical vertebrae, an isolated neural spine and transverse process, and an indeterminate longbone shaft",435,527,14,P. Mannion,J. Tennant,M. Carrano,2013-05-07 22:49:18,2022-03-24 12:03:23,gp_mid,93.78,48.81,401
1134547,occ,,,144451,Sauropoda indet.,unranked clade,95571,,Sauropoda,,unranked clade,38653,Oxfordian,,163.5,157.3,46694,90.036667,44.851944,CN,Xinjiang,Huoxiaoshan,stated in text,seconds,small collection,"23 km north-northeast of Jiangjunmiao, 95 km north-northeast of Qitai",,126,Shishugou,,,Shishugou,,,bed,,,,,,,,,,not reported,,,,,siltstone,,,,,,not reported,,,,,siltstone,,,,,terrestrial indet.,,,"SGP 2006/19, right manus",435,527,14,P. Mannion,J. Tennant,M. Carrano,2013-05-07 22:49:52,2022-03-24 12:04:17,gp_mid,93.75,48.83,401
1134548,occ,,,144449,Sauropoda indet.,unranked clade,95571,,Sauropoda,,unranked clade,38653,Oxfordian,,163.5,157.3,46694,90.043892,44.806946,CN,Xinjiang,Huoxiaoshan,stated in text,seconds,small collection,"23 km north-northeast of Jiangjunmiao, 95 km north-northeast of Qitai",,126,Shishugou,,Upper,Shishugou,,Upper,bed,,,,,,,,Upper part of formation,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,fluvial indet.,,"Alluvial facies with minor occurrences of paludal and lacustrine facies and evidence of seasonal dryness in the form of variegated beds, shrinkage cracks and caliche globules",Teeth (unpublished),435,527,527,P. Mannion,J. Tennant,J. Tennant,2013-05-07 23:01:33,2013-05-07 8:01:47,gp_mid,93.79,48.79,401
1134549,occ,,,144449,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Oxfordian,,163.5,157.3,46694,90.043892,44.806946,CN,Xinjiang,Huoxiaoshan,stated in text,seconds,small collection,"23 km north-northeast of Jiangjunmiao, 95 km north-northeast of Qitai",,126,Shishugou,,Upper,Shishugou,,Upper,bed,,,,,,,,Upper part of formation,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,fluvial indet.,,"Alluvial facies with minor occurrences of paludal and lacustrine facies and evidence of seasonal dryness in the form of variegated beds, shrinkage cracks and caliche globules",Teeth (unpublished),435,527,527,P. Mannion,J. Tennant,J. Tennant,2013-05-07 23:01:33,2013-05-07 8:01:47,gp_mid,93.79,48.79,401
1134550,occ,,,144449,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,,unranked clade,57437,Oxfordian,,163.5,157.3,46694,90.043892,44.806946,CN,Xinjiang,Huoxiaoshan,stated in text,seconds,small collection,"23 km north-northeast of Jiangjunmiao, 95 km north-northeast of Qitai",,126,Shishugou,,Upper,Shishugou,,Upper,bed,,,,,,,,Upper part of formation,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,"3m thick section of fluvial sandstones with intercalated siltstones and conglomerates. In the upper part of the bone bearing section, an interchanging mix of thin-bedded, fine-grained, rust-coloured red and greenish, rarely white sandstones and siltstones can be found.",sandstone,,,,Y,siltstone,,,,,fluvial indet.,,"Alluvial facies with minor occurrences of paludal and lacustrine facies and evidence of seasonal dryness in the form of variegated beds, shrinkage cracks and caliche globules","5th to 8th cervical vertebrae (SGP 2006/13-16); rib SGP 2006/17; right humerus SGP 2006/9; ulna SGP 2006/10; carpal SGP 2006/12, ungual phalanx SGP 2006/11",435,527,14,P. Mannion,J. Tennant,M. Carrano,2013-05-07 23:01:33,2022-03-24 12:02:15,gp_mid,93.79,48.79,401
1135956,occ,,,53967,Megalosaurus oweni,species,66734,nomen dubium,Ornithomimosauria,,infraorder,55491,Tithonian,,152.1,145,46850,1.6333,50.766701,FR,Nord-Pas-de-Calais,Pas-de-Calais,based on nearby landmark,4,outcrop,"Mont Rouge, commune of Wimille, near Boulogne-sur-Mer",,124,Mont-Lambert,,,Mont-Lambert,,,group of beds,Ammonites portlandicus,,,,,,,"""Portlandian""",,not reported,,,,,,,,,,,not reported,,,,,,,,,,marine indet.,,,,14,14,0,M. Carrano,M. Carrano,,2013-05-17 2:05:05,2013-05-16 11:05:05,gp_mid,15.84,32.81,315
1135965,occ,,,144746,Sauropoda indet.,unranked clade,96955,,Sauropoda,,unranked clade,38653,Early Tithonian,,150.8,145,46850,1.650134,50.717064,FR,Nord-Pas-de-Calais,Pas-de-Calais,based on nearby landmark,6,small collection,"Mont Lambert, near Boulogne",,124,,,,,,,bed,,,,,,,,"""lower Bolonian""",,not reported,,,,,,,,,,,not reported,,,,,,,,,,marine indet.,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-05-17 4:53:14,2013-05-16 13:53:19,gp_mid,16.36,32.86,315
1137410,occ,,I,52986,n. gen. Otouphepus n. sp. magnificus,species,67400,subjective synonym of,Grallator tuberosus,,species,67394,Hettangian,,201.3,199.3,46919,-72.530952,42.606773,US,Massachusetts,Franklin,based on nearby landmark,6,outcrop,"within town of Gill, upstream from Turner's Falls, at the Lily Pond (now underwater) just E of Barton Cove, near the mouth of Miller's River",,134,Turners Falls,Meriden,,Turners Falls,Meriden,,group of beds,,,,,,,,,"red and gray 'shale', red micaceous sandstone","""shale""","gray,red",,,Y,sandstone,"micaceous,red",,,Y,"red and gray 'shale', red micaceous sandstone","""shale""","gray,red",,,Y,sandstone,"micaceous,red",,,Y,fluvial-lacustrine indet.,,,,14,14,0,M. Carrano,M. Carrano,,2013-05-24 7:48:49,2013-05-23 16:48:49,gp_mid,-9.58,20.52,101
1137411,occ,,IF,52986,Otouphepus n. sp. minor,species,67401,subjective synonym of,Eubrontes sillimani,,species,67392,Hettangian,,201.3,199.3,14628,-72.530952,42.606773,US,Massachusetts,Franklin,based on nearby landmark,6,outcrop,"within town of Gill, upstream from Turner's Falls, at the Lily Pond (now underwater) just E of Barton Cove, near the mouth of Miller's River",,134,Turners Falls,Meriden,,Turners Falls,Meriden,,group of beds,,,,,,,,,"red and gray 'shale', red micaceous sandstone","""shale""","gray,red",,,Y,sandstone,"micaceous,red",,,Y,"red and gray 'shale', red micaceous sandstone","""shale""","gray,red",,,Y,sandstone,"micaceous,red",,,Y,fluvial-lacustrine indet.,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-05-24 7:49:54,2013-05-23 16:50:57,gp_mid,-9.58,20.52,101
1139779,occ,,,106306,n. gen. Aurornis n. sp. xui,species,269468,,Aurornis xui,,species,269468,Late Bathonian,Early Kimmeridgian,167.7,150.8,46983,119.434402,40.586391,CN,Liaoning,Jianchang,based on nearby landmark,5,local area,"""Yaolugou"", Jianchang county, W Liaoning. Not clear if this is a single locality or multiple within a local area. ",,15,Tiaojishan,,,Tiaojishan,,,formation,,,,,,,,"Not clear if specimens come from one or multiple beds.  \r\n\r\n""The Tiaojishan Formation is generally regarded as Middle (Zhang & Zheng 1991; Liu et al. 2006; Cheng & Li 2007) to Upper Jurassic (Chang et al. 2009) (Late Bathonian-Early Kimmeridgian) in age, although it may date to the early Middle Jurassic (Aalenian) in Jianchang County (Davis et al. 2001). The unit has been dated using radiometric techniques at 169-152 Mya by Liu et al. (2006) and 165-156 Mya by Zhang et al. (2008)."" (Lü et al. 2010, Proc Roy Soc B 277, 383-389: supplement)",,"""siliciclastic""",brown,,,Y,,,,,,,"""siliciclastic""",brown,,,Y,,,,,,lacustrine indet.,,,YFGP-T5198 - holotype (a complete articulated skeleton with associated integumentary structures),435,435,14,P. Mannion,P. Mannion,M. Carrano,2013-05-30 19:25:12,2015-08-28 8:42:13,gp_mid,128.35,49.65,604
1144205,occ,,,145659,n. gen. Nebulasaurus n. sp. taito,species,270396,,Nebulasaurus taito,,species,270396,Aalenian,Bajocian,174.1,168.3,47105,101.861115,26,CN,Yunnan,Yuanmou,estimated from map,degrees,small collection,"Near Xiabanjing, Jiangyi Rural Area, Yuanmou County of Yunnan Province, China",,42,Zhanghe,,,Zhanghe,,,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,LDRC-v.d.1 - holotype (braincase),435,435,0,P. Mannion,P. Mannion,,2013-06-07 19:36:14,2013-06-07 4:36:14,gp_mid,122.21,26.71,611
1145920,occ,,,145957,Ornithopoda indet.,unranked clade,147918,,Ornithopoda,,unranked clade,38713,Early Tithonian,,150.8,145,32165,1.316667,44.5,FR,Midi-Pyrenees,Lot,estimated from map,minutes,local area,"Mas de Pégourdy Quarry, Crayssac area",,124,Cazals,,,Cazals,,,group of beds,Gravesia gigas,Crayssac,10.25,top to bottom,,,,"""Gigas Zone, Gravesiana horizon""; L3 level","""calcareous mud""",marl,planar lamination,,,Y,,,,,,"""calcareous mud""",marl,planar lamination,,,Y,,,,,,peritidal,,"""Large carbonitic mudflat in the intratidal to supratidal range""",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-13 5:31:38,2013-06-12 14:31:59,gp_mid,17.04,26.66,305
1145921,occ,35515,I,145957,Brontopodus sp.,genus,67216,,Brontopodus,,genus,67216,Early Tithonian,,150.8,145,67995,1.316667,44.5,FR,Midi-Pyrenees,Lot,estimated from map,minutes,local area,"Mas de Pégourdy Quarry, Crayssac area",,124,Cazals,,,Cazals,,,group of beds,Gravesia gigas,Crayssac,10.25,top to bottom,,,,"""Gigas Zone, Gravesiana horizon""; L3 level","""calcareous mud""",marl,planar lamination,,,Y,,,,,,"""calcareous mud""",marl,planar lamination,,,Y,,,,,,peritidal,,"""Large carbonitic mudflat in the intratidal to supratidal range""",,14,14,0,M. Carrano,M. Carrano,,2019-02-22 16:25:11,2019-02-22 16:25:11,gp_mid,17.04,26.66,305
1145922,occ,34342,,145957,Theropoda indet. 1 informal,species,91970,species not entered,Theropoda,,unranked clade,38513,Early Tithonian,,150.8,145,32165,1.316667,44.5,FR,Midi-Pyrenees,Lot,estimated from map,minutes,local area,"Mas de Pégourdy Quarry, Crayssac area",,124,Cazals,,,Cazals,,,group of beds,Gravesia gigas,Crayssac,10.25,top to bottom,,,,"""Gigas Zone, Gravesiana horizon""; L3 level","""calcareous mud""",marl,planar lamination,,,Y,,,,,,"""calcareous mud""",marl,planar lamination,,,Y,,,,,,peritidal,,"""Large carbonitic mudflat in the intratidal to supratidal range""",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2017-12-13 17:17:36,2017-12-13 17:18:18,gp_mid,17.04,26.66,305
1145923,occ,,,145957,Theropoda indet. 2 informal,species,91970,species not entered,Theropoda,,unranked clade,38513,Early Tithonian,,150.8,145,32165,1.316667,44.5,FR,Midi-Pyrenees,Lot,estimated from map,minutes,local area,"Mas de Pégourdy Quarry, Crayssac area",,124,Cazals,,,Cazals,,,group of beds,Gravesia gigas,Crayssac,10.25,top to bottom,,,,"""Gigas Zone, Gravesiana horizon""; L3 level","""calcareous mud""",marl,planar lamination,,,Y,,,,,,"""calcareous mud""",marl,planar lamination,,,Y,,,,,,peritidal,,"""Large carbonitic mudflat in the intratidal to supratidal range""",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-13 5:31:38,2013-06-12 14:31:59,gp_mid,17.04,26.66,305
1146990,occ,,I,146189,Otozoum sp.,genus,64089,,Otozoum,,genus,64089,Early Hettangian,,201.3,196.5,55939,-64.210556,45.396111,CA,Nova Scotia,Cumberland,estimated from map,seconds,small collection,"north shore of Minas Basin, below high-tide line",,43,McCoy Brook,Meriden,,McCoy Brook,Meriden,,bed,,,,,,,,,"""red quartz wackes and siltstones""",wackestone,"quartzose,red",,,Y,,,,,,"""red quartz wackes and siltstones""",wackestone,"quartzose,red",,,Y,,,,,,terrestrial indet.,,,NSM,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-18 5:35:56,2015-07-29 13:50:30,gp_mid,-3.92,25.08,108
1147451,occ,,,94220,Stegosauria ? indet.,unranked clade,147919,,Stegosauria,,unranked clade,38798,Kimmeridgian,Tithonian,157.3,145,47244,-1.407509,40.24036,ES,Aragón,Teruel,based on nearby landmark,6,small collection,"near Jabaloyas, in the Sierra de Albarracín",,41,Villar del Arzobispo,,,Villar del Arzobispo,,,bed,,,,,,,,"Age of Villar del Arzobispo Formation constrained to Kimmeridgian-Tithonian by Campos-Soto et al. (2017), rather than Tithonian-Berriasian of older literature",,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"sacrum, ""probably"" a stegosaur",14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-19 13:15:15,2013-06-18 22:15:20,gp_mid,14.01,22.4,304
1147452,occ,,,146261,Dacentrurus armatus,species,56505,,Dacentrurus armatus,,species,52989,Kimmeridgian,Tithonian,157.3,145,47244,-1.15,40.116699,ES,Teruel,,based on nearby landmark,4,small collection,"southern Teruel, near Riodeva",,41,Villar del Arzobispo,,,Villar del Arzobispo,,,bed,,,,,,,,"Age of Villar del Arzobispo Formation constrained to Kimmeridgian-Tithonian by Campos-Soto et al. (2017), rather than Tithonian-Berriasian of older literature",,sandstone,,,,Y,,,,,,,sandstone,,,,Y,,,,,,fluvial-deltaic indet.,,"""supratidal origin, in a sector dominated by sandy channelled facies and fluvial-influence lutites.""",MAP-4488 to MAP-4491,14,14,0,M. Carrano,M. Carrano,,2013-06-19 13:20:23,2013-06-18 22:20:23,gp_mid,14.16,22.21,304
1147453,occ,,,146262,Stegosauria indet.,unranked clade,147919,,Stegosauria,,unranked clade,38798,Kimmeridgian,,157.3,152.1,47245,-5.266944,43.501389,ES,Asturias,,based on nearby landmark,seconds,small collection,"1.7 km north of Colunga, along newly opened access road to Museo del Jurásico de Asturias",,125,Vega,Ribadesella,,Vega,Ribadesella,,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,MUJA-1271,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-19 13:34:08,2013-06-18 22:34:11,gp_mid,13.81,26.97,304
1147454,occ,,,84207,Dacentrurinae indet.,subfamily,142521,,Dacentrurinae,,subfamily,81342,Kimmeridgian,,157.3,152.1,47245,-5.435346,43.481365,ES,Asturias,Villaviciosa,based on nearby landmark,6,small collection,"Arroyo de la Escalera, Villaviciosa (coordinates for latter used)",,125,Lastres,,,Lastres,,,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"Cervical and dorsal vertebrae, ribs",14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-06-19 13:37:18,2022-09-09 13:58:21,gp_mid,,,coordinates not computable using this model
1163673,occ,,I,149600,Brontopodus ? sp.,genus,67216,,Brontopodus,,genus,67216,Late Kimmeridgian,,155.7,150.8,47928,7.007844,47.415409,CH,Jura,Ajoie,estimated from map,6,outcrop,"discovered along future route of the ""Transjurane"" highway, on W edge of Courtedoux, 5 km W of Porrentruy, Ajoie district, Kanton Jura. Courtedoux-Pommerat",,41,Reuchenette,,Courtedoux,Reuchenette,,Courtedoux,bed,Aulacostephanoides mutabilis,Transjurane,1505,bottom to top,,,,"from a layer between the Banné Member and the ""Marnes à Virgula"". Within the mutabilis Ammonite zone, and the lallierianum subzone. From level 1505","""moist carbonate mud""","""mixed carbonate-siliciclastic""",,,calcareous,Y,,,,,,"""moist carbonate mud""","""mixed carbonate-siliciclastic""",,,calcareous,Y,,,,,,peritidal,,"""a thin layer of moist carbonate mud or microbial mat""",CTD-PMM-1505-S1,14,14,14,M. Carrano,M. Carrano,M. Carrano,2013-08-13 8:12:24,2021-04-22 14:19:42,gp_mid,21.07,30.26,305
1163674,occ,29796,IF,149601,Parabrontopodus ? sp.,genus,68971,,Parabrontopodus,,genus,68971,Late Kimmeridgian,,155.7,150.8,50537,7.023803,47.403996,CH,Jura,Ajoie,estimated from map,6,outcrop,"discovered along future route of the ""Transjurane"" highway, on W edge of Courtedoux, 5 km W of Porrentruy, Ajoie district, Kanton Jura. Courtedoux-Tchâfouè",,41,Reuchenette,,Courtedoux,Reuchenette,,Courtedoux,bed,Aulacostephanoides mutabilis,Transjurane,1055,bottom to top,,,,"from a layer between the Banné Member and the ""Marnes à Virgula"". Within the mutabilis Ammonite zone, and the lallierianum subzone. From level 1055.","""moist carbonate mud""","""mixed carbonate-siliciclastic""",,,calcareous,Y,,,,,,"""moist carbonate mud""","""mixed carbonate-siliciclastic""",,,calcareous,Y,,,,,,peritidal,,"""a thin layer of plastic carbonate mud or microbial mats""",CTD-TCH-1055-S4,14,14,0,M. Carrano,M. Carrano,,2014-03-27 10:10:08,2014-03-27 10:10:08,gp_mid,21.08,30.25,305
1163956,occ,,I,56026,Moyenisauropus n. sp. natatilis,species,83159,subjective synonym of,Anomoepus scambus,,species,67417,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,small collection,,,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""in the middle of the Red Beds""","""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,"""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,fine channel fill,,"""inside bank of a meander loop, with the main trackway surface preserved on one of several scroll bars making up a low-angle point bar.""",,14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:04:18,2013-08-20 16:04:18,gp_mid,15.02,-44.42,701
1163957,occ,,I,56026,Moyenisauropus n. sp. dodai,species,83154,subjective synonym of,Anomoepus scambus,,species,67417,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,small collection,,,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""in the middle of the Red Beds""","""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,"""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,fine channel fill,,"""inside bank of a meander loop, with the main trackway surface preserved on one of several scroll bars making up a low-angle point bar.""",,14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:04:18,2013-08-20 16:04:18,gp_mid,15.02,-44.42,701
1163958,occ,,I,56026,n. gen. Plastisauropus n. sp. ingens,species,276208,,Plastisauropus ingens,,species,133386,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,small collection,,,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""in the middle of the Red Beds""","""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,"""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,fine channel fill,,"""inside bank of a meander loop, with the main trackway surface preserved on one of several scroll bars making up a low-angle point bar.""","trackways G1, G2",14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:09:02,2013-08-20 16:09:02,gp_mid,15.02,-44.42,701
1163959,occ,,I,56026,Moyenisauropus n. sp. longicauda,species,83157,subjective synonym of,Anomoepus scambus,,species,67417,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,small collection,,,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""in the middle of the Red Beds""","""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,"""sandstone...greenish-white color, intercalated among the first red sands of the upper Stormberg facies"". ""sandstone surface...ripple-marked...algal-matted...""\r\n""one of several fine-grained sandstone beds that emanate from the top of a 4 m-thick sandstone body and interfinger with overlying mudrocks...Mudrocks immediately overlying the track-bearing sandstone are uncharacteristically olive-green...the color change is almost certainly the result of contact metamorphism from a nearby dolerite sill and does not have any paleoenvironmental significance.""",sandstone,"current ripples,fine,red",,,,sandstone,"paleosol/pedogenic,nodular,green,white",,,Y,fine channel fill,,"""inside bank of a meander loop, with the main trackway surface preserved on one of several scroll bars making up a low-angle point bar.""","""Piste V""",14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:13:40,2013-08-20 16:13:40,gp_mid,15.02,-44.42,701
1163961,occ,,IF,84072,Neotrisauropus n. sp. mokanametsongensis,species,276178,recombined as,Grallator mokanametsongensis,,species,276178,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,outcrop,"Mokkanametsong, 1 km W of Moyeni",,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""upper Red Beds""","""pink sandstone, then red""",sandstone,red,,,Y,,,,,,"""pink sandstone, then red""",sandstone,red,,,Y,,,,,,terrestrial indet.,,,"trackways A1, A2, B1, B2, C1, D1, D2, AC, C2, E1, E2, AE, AF1, AF2",14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:25:29,2013-08-20 16:25:29,gp_mid,15.02,-44.42,701
1163962,occ,,I,84072,Moyenisauropus n. sp. levicauda,species,83158,subjective synonym of,Anomoepus scambus,,species,67417,Hettangian,Sinemurian,201.3,190.8,30917,27.7167,-30.4,LS,Quthing,,based on nearby landmark,4,outcrop,"Mokkanametsong, 1 km W of Moyeni",,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,"""upper Red Beds""","""pink sandstone, then red""",sandstone,red,,,Y,,,,,,"""pink sandstone, then red""",sandstone,red,,,Y,,,,,,terrestrial indet.,,,,14,14,0,M. Carrano,M. Carrano,,2013-08-21 7:36:14,2013-08-20 16:36:14,gp_mid,15.02,-44.42,701
