occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
1405300,occ,,IF,194093,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Rhaetian,,208.5,201.3,65922,-74.194168,40.88028
1405301,occ,,I,194093,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,65922,-74.194168,40.88028
1405510,occ,,,194142,Theropoda ? indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Carnian,,237,228,65945,-113.6894,37.150173
1405592,occ,,I,194149,Atreipus sp.,genus,68367,,Atreipus,,genus,68367,Norian,,228,208.5,35162,-77.244652,39.784885
1405593,occ,,IF,194149,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,,228,208.5,35162,-77.244652,39.784885
1409299,occ,,,194710,Theropoda ? indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,28087,12.507383,46.290653
1409300,occ,,,194711,"""Theropoda"" indet.",unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,28087,12.61,46.290001
1410175,occ,,I,105542,Grallator sp.,genus,64079,,Grallator,,genus,64079,Smithian,,251.3,247.2,66229,-113.070557,37.168331
1410176,occ,,I,105542,Eubrontes ? sp.,genus,66094,,Eubrontes,,genus,66094,Smithian,,251.3,247.2,66229,-113.070557,37.168331
1412540,occ,,IF,195179,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,66410,-109.020386,39.132206
1412541,occ,,IF,195180,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,66410,-109.07019,39.131302
1412542,occ,,IF,195181,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,66410,-109.124847,39.094193
1412543,occ,,I,195181,cf. Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,66410,-109.124847,39.094193
1415676,occ,,IF,195710,Parachirotherium sp.,genus,141556,,Parachirotherium,,genus,141556,Carnian,,237,228,66613,-8.971667,31.070833
1415679,occ,,I,195710,Atreipus sp.,genus,68367,,Atreipus,,genus,68367,Carnian,,237,228,66613,-8.971667,31.070833
1417824,occ,,,196354,Herrerasauridae indet.,family,38510,,Herrerasauridae,,family,38510,Norian,,228,208.5,66757,-101.440277,33.452499
1417825,occ,,,196354,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,66757,-101.440277,33.452499
1418645,occ,,,196537,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,60809,-101.449997,33.107777
1419050,occ,,,196651,n. gen. Lepidus n. sp. praecisio,species,372124,,Lepidus praecisio,,species,372124,Late Triassic,,237,201.3,66070,-101.321587,32.180401
1419303,occ,37705,,196738,n. gen. Erythrovenator n. sp. jacuiensis,species,430204,,Erythrovenator jacuiensis,,species,430204,Carnian,,237,228,74704,-53.234444,-29.673611
1421955,occ,,,176414,n. gen. Ingentia n. sp. prima,species,378703,,Ingentia prima,,species,378703,Norian,,228,208.5,67318,-67.400002,-31.6
1423604,occ,,,175577,n. gen. Macrocollum n. sp. itaquii,species,378960,,Macrocollum itaquii,,species,378960,Norian,,228,208.5,67405,-53.264999,-29.612778
1429193,occ,,,92087,Dolichosuchus n. sp. cristatus,species,56376,nomen dubium,Coelophysoidea,,superfamily,55476,Norian,,228,208.5,29483,9.131944,48.744446
1432599,occ,,I,74513,Coelurosaurichnus cf. perriauxi,species,82507,,Coelurosaurichnus perriauxi,,species,82507,Anisian,,247.2,242,67963,-1.633441,39.981533
1433054,occ,,I,199901,Atreipus sp.,genus,68367,,Atreipus,,genus,68367,Anisian,,247.2,242,67964,-9.091944,30.818056
1433077,occ,,IF,62182,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Anisian,Ladinian,247.2,237,67979,4.432778,46.841946
1433090,occ,,IF,199909,Anchisauripus bibractensis,species,92019,,Anchisauripus bibractensis,,species,92019,Anisian,Ladinian,247.2,237,17967,4.432778,46.841946
1433091,occ,,I,68223,Coelurosaurichnus perriauxi,species,82507,,Coelurosaurichnus perriauxi,,species,82507,Anisian,Ladinian,247.2,237,17967,4.432778,46.841946
1433098,occ,36267,I,199911,Coelurosaurichnus perriauxi,species,82507,,Coelurosaurichnus perriauxi,,species,82507,Anisian,Ladinian,247.2,237,17967,4.306181,46.966526
1433380,occ,,IF,192151,Coelurosaurichnus n. sp. largentierensis,species,92022,,Coelurosaurichnus largentierensis,,species,92022,Anisian,Ladinian,247.2,237,67993,4.2922,44.531506
1433383,occ,,IF,199928,cf. Anchisauripus bibractensis,species,92019,,Anchisauripus bibractensis,,species,92019,Anisian,Ladinian,247.2,237,19626,4.735084,46.254669
1433384,occ,,I,199928,Coelurosaurichnus sp.,genus,68186,,Coelurosaurichnus,,genus,68186,Anisian,Ladinian,247.2,237,19626,4.735084,46.254669
1433390,occ,,IF,68226,Coelurosaurichnus largentierensis,species,92022,,Coelurosaurichnus largentierensis,,species,92022,Anisian,Ladinian,247.2,237,67995,4.651667,46.653332
1433393,occ,,IF,31312,Coelurosaurichnus palissyi,species,92020,"misspelling of, obsolete variant of",Coelurosaurichnus palyssi,,species,92021,Anisian,Ladinian,247.2,237,67995,4.444111,46.94809
1434074,occ,,I,199929,cf. Grallator sp.,genus,64079,,Grallator,,genus,64079,Anisian,Ladinian,247.2,237,68040,4.34121,44.598808
1434075,occ,,,199929,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Anisian,Ladinian,247.2,237,68040,4.34121,44.598808
1441946,occ,,I,68226,aff. Coelurosaurichnus sp.,genus,68186,,Coelurosaurichnus,,genus,68186,Anisian,Ladinian,247.2,237,68923,4.651667,46.653332
1441947,occ,,I,28462,aff. Coelurosaurichnus sp.,genus,68186,,Coelurosaurichnus,,genus,68186,Anisian,Ladinian,247.2,237,68923,4.416667,46.900002
1442415,occ,,,201406,Dinosauria ? indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Middle Triassic,,247.2,237,68923,4.770421,46.496773
1442416,occ,,,28091,Dinosauria ? indet. 1 informal,species,90099,species not entered,Dinosauria,,unranked clade,52775,Late Triassic,,237,201.3,68923,4.616667,47.183334
1442417,occ,,,201286,Dinosauria ? indet. 1 informal,species,90099,species not entered,Dinosauria,,unranked clade,52775,Middle Triassic,,247.2,237,68923,4.714731,46.273716
1453504,occ,,I,202704,Otozoum sp.,genus,64089,,Otozoum,,genus,64089,Carnian,Norian,237,208.5,69455,27.559723,-30.3825
1454111,occ,,,174029,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Carnian,,237,228,69511,81.34861,23.920555
1454112,occ,,,174029,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,,237,228,69511,81.34861,23.920555
1456627,occ,,,203217,n. gen. Notatesseraeraptor n. sp. frickensis,species,391300,,Notatesseraeraptor frickensis,,species,391300,Norian,,228,208.5,69697,8.016667,47.5
1456852,occ,,,72087,n. gen. Nhandumirim n. sp. waldsangae,species,391703,,Nhandumirim waldsangae,,species,391703,Norian,,228,208.5,69707,-53.774166,-29.697779
1459725,occ,,,203745,cf. Pampadromaeus sp.,genus,243372,,Pampadromaeus,,genus,243372,Carnian,,237,228,69830,-52.81345,-29.656624
1470901,occ,,I,205518,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Carnian,,237,228,70475,-9.1002,30.8146
1470911,occ,,IF,205528,Grallatoridae indet.,family,54520,,Grallatoridae,,family,54520,Carnian,,237,228,70475,-9.1002,30.8146
1470912,occ,,I,205528,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Carnian,,237,228,70475,-9.1002,30.8146
1470913,occ,,IF,205534,Grallatoridae indet.,family,54520,,Grallatoridae,,family,54520,Carnian,,237,228,70475,-9.2354,30.688
1477286,occ,,,206086,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,Norian,237,208.5,17074,-68.291397,-29.711399
1477306,occ,,,59670,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Middle Triassic,,247.2,237,17074,-68.890282,-32.450832
1477309,occ,36167,IF,206089,Rigalites sp.,genus,77111,,Rigalites,,genus,77111,Norian,,228,208.5,17074,-68.89167,-32.491669
1477311,occ,,IF,206090,cf. Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Carnian,,237,228,17074,-68.699997,-29.216669
1477312,occ,,,206091,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,,237,228,17074,-68.699997,-29.216669
1483379,occ,,IF,206455,Dilophosauripus sp.,genus,231458,,Dilophosauripus,,genus,231458,Rhaetian,Early Hettangian,208.5,196.5,70951,2.8568,44.4459
1484163,occ,,IF,206455,Eubrontes giganteus,species,66095,,Eubrontes giganteus,,species,67402,Rhaetian,Early Hettangian,208.5,196.5,70951,2.8568,44.4459
1484164,occ,,I,206455,Grallator minusculus,species,276886,recombined as,Eubrontes minusculus,,species,67386,Rhaetian,Early Hettangian,208.5,196.5,70951,2.8568,44.4459
1484209,occ,,IF,206537,n. gen. Trichristolopus n. sp. dubius,species,133277,,Trichristolopus dubius,,species,133277,Middle Triassic,,247.2,237,70980,29.0602,-29.035801
1484768,occ,,IF,206547,n. gen. Rotodactylopus n. sp. archaeus,species,133278,,Rotodactylopus archaeus,,species,133278,Middle Triassic,,247.2,237,70980,26.7038,-30.674801
1484788,occ,,IF,206548,Qemetrisauropus n. sp. minor,species,133286,recombined as,Grallator minor,,species,133286,Carnian,,237,228,28154,27.48333,-30.216669
1484789,occ,,IF,206548,n. gen. Anatrisauropus n. sp. ginsburgi,species,133288,,Anatrisauropus ginsburgi,,species,133288,Carnian,,237,228,28154,27.48333,-30.216669
1484791,occ,,IF,206548,n. gen. Pseudotrisauropus n. sp. humilis,species,133290,,Pseudotrisauropus humilis,,species,133290,Carnian,,237,228,28154,27.48333,-30.216669
1484792,occ,,IF,206548,Pseudotrisauropus n. sp. minusculus,species,133291,,Pseudotrisauropus minusculus,,species,133291,Carnian,,237,228,28154,27.48333,-30.216669
1484793,occ,,,206548,Pseudotetrasauropus n. sp. curtus,species,155159,nomen dubium,Prosauropoda,,unranked clade,38634,Carnian,,237,228,70980,27.48333,-30.216669
1484815,occ,,IF,149751,Prototrisauropus n. sp. minimus,species,133306,recombined as,Grallator minimus,,species,133306,Norian,,228,208.5,28154,27.6,-30.35
1484818,occ,,IF,84061,Pseudotrisauropus n. sp. molekoi,species,133301,,Pseudotrisauropus molekoi,,species,133301,Carnian,Norian,237,208.5,70980,27.51667,-30.366671
1484824,occ,,IF,206555,Pseudotetrasauropus n. sp. mekalingensis,species,133314,nomen dubium,Pseudotetrasauropus,,genus,77385,Carnian,,237,228,28154,27.5056,-30.291
1484825,occ,,,149751,Pseudotetrasauropus n. sp. elegans,species,133315,nomen dubium,Prosauropoda,,unranked clade,38634,Norian,,228,208.5,28154,27.6,-30.35
1484829,occ,,IF,56020,Trisauropodiscus n. sp. superaviforma,species,133340,,Trisauropodiscus superaviforma,,species,133340,Norian,Rhaetian,228,201.3,28154,27.516701,-30.2167
1484832,occ,,IF,206556,Pseudotrisauropus n. sp. maserui,species,133343,,Pseudotrisauropus maserui,,species,133343,Carnian,,237,228,28154,27.4837,-29.3361
1485905,occ,36249,IF,70801,Grallator variabilis,species,96249,,Grallator variabilis,,species,96249,Rhaetian,,208.5,201.3,23532,-1.6644,46.4347
1485907,occ,,I,206742,Grallator maximus,species,96250,,Grallator maximus,,species,96250,Rhaetian,,208.5,201.3,23532,-1.6702,46.437599
1486218,occ,,,196709,n. gen. Gnathovorax n. sp. cabreirai,species,399808,,Gnathovorax cabreirai,,species,399808,Tuvalian,,232,221.5,71101,-53.450558,-29.631111
1487848,occ,,,187422,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Rhaetian,Hettangian,208.5,199.3,71257,-110.845215,37.167301
1491293,occ,,,98596,Coelophysis sp.,genus,38520,,Coelophysis,,genus,38520,Carnian,Norian,237,208.5,71464,-101.17057,33.581253
1491295,occ,,,98596,Dinosauria ? indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Carnian,Norian,237,208.5,71464,-101.17057,33.581253
1492044,occ,,,207533,Coelurosauria indet.,unranked clade,97931,,Coelurosauria,,unranked clade,53940,Carnian,,237,228,71512,11.074722,50.947224
1492045,occ,,,207533,Coelurosauria ? indet.,unranked clade,97931,,Coelurosauria,,unranked clade,53940,Carnian,,237,228,71512,11.074722,50.947224
1494774,occ,,,207798,Ornithischia indet.,unranked clade,91973,,Ornithischia,,unranked clade,38712,Carnian,,237,228,71703,81.350311,23.89806
1494784,occ,,,173722,Ornithischia indet.,unranked clade,91973,,Ornithischia,,unranked clade,38712,Carnian,,237,228,71703,81.382774,23.933332
1514433,occ,,,47806,n. gen. Schleitheimia n. sp. schutzi,species,423028,,Schleitheimia schutzi,,species,423028,Norian,,228,208.5,72985,8.486944,47.741669
1514434,occ,,,47806,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,72985,8.486944,47.741669
1514435,occ,,,194662,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,72985,8.449167,47.707222
1546384,occ,,,175578,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Carnian,,237,228,75604,-53.435833,-29.658611
1546524,occ,,,92811,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,75605,-109.834099,35.110901
1546784,occ,,,218116,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,75605,-109.758598,35.146599
1546785,occ,,,218116,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,75605,-109.758598,35.146599
1546786,occ,,,218117,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,75605,-109.644897,34.930599
1546787,occ,,,218118,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,75605,-109.695702,34.929901
1546789,occ,,,218119,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75605,-109.644897,34.930599
1546790,occ,,,218119,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,75605,-109.644897,34.930599
1546791,occ,,,218119,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,75605,-109.644897,34.930599
1546792,occ,,,218120,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,75605,-109.644897,34.930599
1546796,occ,,,218124,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75605,-109.782204,35.032799
1546798,occ,,,207035,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75605,-109.806389,35.088055
1546799,occ,,,207035,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,75605,-109.806389,35.088055
1546800,occ,,,207035,Neotheropoda indet.,unranked clade,56397,,Neotheropoda,,unranked clade,56397,Norian,,228,208.5,75605,-109.806389,35.088055
1546801,occ,,,218125,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,75605,-109.794441,35.087502
1546827,occ,,,218126,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75649,-101.147003,32.995701
1546932,occ,,,196354,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,75647,-101.440277,33.452499
1546933,occ,,,196354,Saurischia indet.,unranked clade,308839,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75647,-101.440277,33.452499
1546934,occ,,,196354,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,75647,-101.440277,33.452499
1546936,occ,37919,,218145,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,66757,-101.440277,33.452499
1546939,occ,,,218145,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Norian,,228,208.5,75647,-101.440277,33.452499
1546969,occ,,,218154,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Rhaetian,,208.5,201.3,75660,-109.754097,38.8829
1554246,occ,,,127084,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Norian,Rhaetian,228,201.3,76162,28.537001,-28.643
1554274,occ,,IF,164930,n. gen. Deuterotetrapous n. sp. triassicus,species,85810,,Deuterotetrapous triassicus,,species,85810,Early Triassic,,252.17,247.2,19324,-3.046121,53.355362
1555134,occ,,,132933,Herrerasauridae indet.,family,38510,,Herrerasauridae,,family,38510,Norian,Rhaetian,228,201.3,76305,18.876667,49.988335
1555138,occ,,,132933,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,Rhaetian,228,201.3,76305,18.876667,49.988335
1555173,occ,,,99665,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,76329,-52.84111,-29.681389
1555177,occ,38209,,105691,n. gen. Powellvenator n. sp. podocitus,species,370732,,Powellvenator podocitus,,species,370732,Norian,,228,208.5,65740,-68.150002,-29.85
1555649,occ,38233,,99665,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,65740,-52.84111,-29.681389
1558113,occ,,I,219790,Grallator sp.,genus,64079,,Grallator,,genus,64079,Carnian,,237,228,35453,-79.223999,36.897999
1558114,occ,,IF,219790,n. gen. Banisterobates n. sp. boisseaui,species,94353,,Banisterobates boisseaui,,species,94353,Carnian,,237,228,35453,-79.223999,36.897999
1558115,occ,,I,55493,Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,,228,208.5,35453,-79.668999,36.540901
1558330,occ,,IF,219851,cf. Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,76638,103.067497,28.663889
1558747,occ,,IF,34701,Anomoepus n. sp. moghrebensis,species,436507,,Anomoepus moghrebensis,,species,436507,Carnian,,237,228,76667,-8.956,31.066999
1558764,occ,,,219917,Coelurosauria ? indet.,unranked clade,97931,,Coelurosauria,,unranked clade,53940,Carnian,,237,228,76667,-7.65,31.316999
1558895,occ,,IF,219952,Pseudotetrasauropus ? sp.,genus,77385,,Pseudotetrasauropus,,genus,77385,Late Triassic,,237,201.3,76684,-109.597,38.605
1558896,occ,,I,219952,Grallator sp.,genus,64079,,Grallator,,genus,64079,Late Triassic,,237,201.3,81455,-109.597,38.605
1558897,occ,,IF,219952,n. gen. Eoanomoepus n. sp. latus,species,436586,,Eoanomoepus latus,,species,436586,Late Triassic,,237,201.3,76684,-109.597,38.605
1558910,occ,,IF,96875,Coelurosaurichnus n. sp. ratumensis,species,436608,,Coelurosaurichnus ratumensis,,species,436608,Anisian,,247.2,242,76686,6.725833,51.968334
1559584,occ,38378,,220075,Prosauropoda indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Rhaetian,Hettangian,208.5,199.3,76755,28.383333,-28.549999
1559618,occ,,,203217,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,69697,8.016667,47.5
1559667,occ,,,220112,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Tuvalian,Lacian,232,215.56,76790,12.0527,46.339699
1559671,occ,,,220114,Prosauropoda indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Alaunian,Sevatian,215.56,205.6,76800,9.6466,46.614201
1559672,occ,,,220114,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Alaunian,Sevatian,215.56,205.6,76800,9.6466,46.614201
1559673,occ,,I,220115,Grallator ? sp.,genus,64079,,Grallator,,genus,64079,Alaunian,Sevatian,215.56,205.6,76800,9.7076,46.602001
1559674,occ,,I,220115,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Alaunian,Sevatian,215.56,205.6,76800,9.7076,46.602001
1559675,occ,,,220115,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Alaunian,Sevatian,215.56,205.6,76800,9.7076,46.602001
1559676,occ,,,220115,Prosauropoda indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Alaunian,Sevatian,215.56,205.6,76800,9.7076,46.602001
1561142,occ,,,220328,Coelophysoidea indet.,superfamily,55476,,Coelophysoidea,,superfamily,55476,Alaunian,,215.56,212,76954,-22.568611,71.383614
1561152,occ,,,220331,Megalosaurus cloacinus,species,72166,nomen dubium,Theropoda,,unranked clade,38513,Norian,,228,208.5,76960,17.521999,50.917999
1562556,occ,,,220586,Massospondylus sp.,genus,38642,,Massospondylus,,genus,38642,Carnian,,237,228,77101,28.691,-16.729
1562557,occ,,,220587,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,,237,228,77101,28.476999,-16.774
1562561,occ,,,220589,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Carnian,,237,228,77101,28.576944,-16.759167
1563368,occ,,,220710,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Carnian,,237,228,77101,28.352501,-16.836666
1563373,occ,,,220712,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Carnian,,237,228,77101,28.692499,-16.731112
1563374,occ,,,220712,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Carnian,,237,228,77101,28.692499,-16.731112
1563375,occ,,,220712,Theropoda ? indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Carnian,,237,228,77101,28.692499,-16.731112
1572442,occ,,I,68890,Anomoepus sp.,genus,67049,,Anomoepus,,genus,67049,Lacian,Alaunian,221.5,212,78032,-77.915054,38.439735
1572634,occ,,IF,27008,Evazoum sp.,genus,131586,,Evazoum,,genus,131586,Alaunian,,215.56,212,78090,-22.552778,71.414719
1574570,occ,,,27012,n. gen. Pendraig n. sp. milnerae,species,442504,,Pendraig milnerae,,species,442504,Rhaetian,,208.5,201.3,78307,-3.373889,51.459999
1574709,occ,,,222645,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,78332,-108.4673,35.413696
1578530,occ,,,99665,n. gen. Guaibasaurus n. sp. candelariensis,species,66571,,Guaibasaurus candelariensis,,species,66571,Norian,,228,208.5,13866,-52.84111,-29.681389
1578849,occ,,,222899,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,78432,-110.452301,37.307701
1578851,occ,38960,I,222901,Grallator cf. sulcatus,species,64081,subjective synonym of,Grallator cursorius,,species,64080,Rhaetian,Hettangian,208.5,199.3,78429,-110.468887,37.945614
1578872,occ,,IF,74806,cf. Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Late Triassic,,237,201.3,78434,-3.701282,51.490177
1578873,occ,,IF,57949,cf. Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,,228,208.5,78434,-3.250398,51.393559
1578874,occ,,I,222914,Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,,228,208.5,78434,-3.2,51.398998
1578875,occ,,IF,222914,Tetrasauropus ? sp.,genus,77113,,Tetrasauropus,,genus,77113,Norian,,228,208.5,78434,-3.2,51.398998
1578876,occ,,IF,222914,Pseudotetrasauropus ? sp.,genus,77385,,Pseudotetrasauropus,,genus,77385,Norian,,228,208.5,78434,-3.2,51.398998
1579641,occ,,,223030,"""Chindesaurus"" sp.",genus,66908,,Chindesaurus,,genus,66908,Norian,,228,208.5,31961,-106.47506,36.323849
1580067,occ,,,223083,Ornithischia indet.,unranked clade,91973,,Ornithischia,,unranked clade,38712,Norian,,228,208.5,31634,-103.549698,35.104301
1580068,occ,,,223084,Revueltosaurus n. sp. hunti,species,69055,recombined as,Krzyzanowskisaurus hunti,,species,69055,Carnian,,237,228,31634,-105.976501,35.5065
1580069,occ,,,223084,aff. Revueltosaurus hunti,species,69055,recombined as,Krzyzanowskisaurus hunti,,species,69055,Carnian,,237,228,31634,-105.976501,35.5065
1580213,occ,,IF,194710,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,,228,208.5,78488,12.507383,46.290653
1580214,occ,,I,194710,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Norian,,228,208.5,78488,12.507383,46.290653
1580215,occ,,,194711,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,78488,12.61,46.290001
1583185,occ,,I,223701,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Rhaetian,,208.5,201.3,78695,-113.07222,37.211109
1583197,occ,,I,223706,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,Hettangian,208.5,199.3,78695,-113.4039,37.0107
1586156,occ,39365,,224097,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Carnian,Norian,237,208.5,79087,-108.830002,38.757999
1586158,occ,,,22682,Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Rhaetian,,208.5,201.3,79090,8.65,48.066669
1586159,occ,,,22683,Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Norian,,228,208.5,79090,8.65,48.066669
1586160,occ,,,22683,Plateosaurus ? sp.,genus,38644,,Plateosaurus,,genus,38644,Norian,,228,208.5,79090,8.65,48.066669
1587532,occ,,IF,224334,Grallatoridae ? indet.,family,54520,,Grallatoridae,,family,54520,Norian,Rhaetian,228,201.3,79868,101.788002,26.528
1587539,occ,,,224336,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Rhaetian,,208.5,201.3,79872,102.737,30.1
1587540,occ,,,224337,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Rhaetian,,208.5,201.3,79872,102.737,30.1
1589320,occ,,,80926,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,80962,-106.6241,36.2118
1589658,occ,,IF,68889,Grallator sillimani,species,94350,recombined as,Eubrontes sillimani,,species,67392,Lacian,Alaunian,221.5,212,81036,-77.915054,38.439735
1592250,occ,,I,219951,Grallator sp.,genus,64079,,Grallator,,genus,64079,Late Triassic,,237,201.3,81455,-109.569,38.602001
1592313,occ,,I,192942,Grallator ? sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,81455,-108.636002,39.027
1592328,occ,,,225135,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,81469,-109.531998,40.584
1601924,occ,,,98623,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Carnian,Norian,237,208.5,82147,-53.292778,-29.653055
1606642,occ,,,196537,Ornithischia indet.,unranked clade,91973,,Ornithischia,,unranked clade,38712,Norian,,228,208.5,82648,-101.449997,33.107777
1606893,occ,,,227260,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Middle Triassic,Late Triassic,247.2,201.3,82709,16.0569,50.490398
